streamlit run dashboard/app.pytransaction_id,customer_id,merchant,amount,transaction_date,payment_mode,status
TXN001029,CUST00465,Amazon,3256.59,2025-07-24,upi,pending
TXN001030,CUST00178,Swiggy,2893.04,2025-12-22,upi,pending
TXN001031,CUST00756,Uber,11634.91,2025-08-18,cash,refund
TXN001032,CUST00959,Swiggy,2878.29,2025-06-06,credit_card,completed
TXN001033,CUST00123,Myntra,17825.76,2026-05-24,net_banking,pending
TXN001034,CUST00705,Ola,17547.37,2025-12-12,cash,pending
TXN001035,CUST00199,Ola,7494.48,2025-08-02,cash,pending
TXN001036,CUST00282,Ola,21189.11,2026-02-22,upi,pending
TXN001037,CUST00814,Flipkart,3723.63,2025-09-20,debit_card,pending
TXN001038,CUST00048,Flipkart,9854.77,2026-06-15,upi,pending
TXN001039,CUST00147,Flipkart,2390.66,2026-04-19,cash,pending
TXN001040,CUST00352,Myntra,576.47,2026-03-04,net_banking,pending
TXN001041,CUST00427,Ola,24709.36,2026-06-26,credit_card,refund
TXN001042,CUST00742,Paytm Mall,3179.29,2025-09-26,upi,pending
TXN001043,CUST00034,Paytm Mall,22797.12,2025-09-27,net_banking,failed
TXN001044,CUST00093,Paytm Mall,11668.45,2026-03-23,upi,pending
TXN001045,CUST00135,Reliance Digital,4512.87,2025-08-25,cash,failed
TXN001046,CUST00125,Amazon,22855.58,2025-09-27,credit_card,refund
TXN001047,CUST00149,Flipkart,1266.89,2026-01-07,cash,pending
TXN001048,CUST00006,Amazon,16246.26,2025-10-20,credit_card,pending
TXN001049,CUST00451,Myntra,16140.86,2026-02-13,upi,pending
TXN001050,CUST00297,Ola,23354.0,2026-01-21,debit_card,pending
TXN001051,CUST00929,Uber,5636.75,2026-02-22,credit_card,pending
TXN001052,CUST00868,Ola,14187.83,2025-12-28,net_banking,pending
TXN001053,CUST00358,Ola,16449.7,2025-07-28,credit_card,pending
TXN001054,CUST00191,BigBasket,24743.02,2025-08-29,debit_card,pending
TXN001055,CUST00199,Flipkart,24718.86,2025-12-28,credit_card,pending
TXN001056,CUST00578,Reliance Digital,21090.23,2025-11-19,net_banking,pending
TXN001057,CUST01040,Amazon,16763.45,2025-10-30,debit_card,failed
TXN001058,CUST00519,Swiggy,19083.46,2025-07-07,net_banking,failed
TXN001059,CUST00407,Ola,23952.65,2025-05-28,debit_card,pending
TXN001060,CUST00072,Flipkart,14242.18,2026-06-09,credit_card,pending
TXN001061,CUST00358,BigBasket,4117.22,2026-05-19,net_banking,pending
TXN001062,CUST00272,Myntra,140.1,2026-03-01,net_banking,pending
TXN001063,CUST00187,Uber,6543.77,2025-09-23,net_banking,pending
TXN001064,CUST00535,Flipkart,5233.3,2026-04-24,credit_card,pending
TXN001065,CUST00247,Ola,8635.7,2026-03-06,net_banking,failed
TXN001066,CUST00144,Reliance Digital,1790.93,2025-09-26,debit_card,refund
TXN001067,CUST00933,Flipkart,304.36,2025-10-26,debit_card,refund
TXN001068,CUST00160,BigBasket,17571.23,2025-06-03,net_banking,pending
TXN001069,CUST00762,Paytm Mall,3950.11,2025-11-24,upi,pending
TXN001070,CUST00299,Swiggy,10024.7,2025-11-13,net_banking,pending
TXN001071,CUST00719,BigBasket,3475.51,2026-03-23,upi,cancelled
TXN001072,CUST00024,Flipkart,7476.36,2025-06-28,credit_card,pending
TXN001073,CUST01036,Paytm Mall,6924.23,2026-03-22,upi,pending
TXN001074,CUST00782,Ola,20033.89,2025-08-01,upi,pending
TXN001075,CUST00645,Ola,3279.41,2026-05-06,debit_card,pending
TXN001076,CUST00858,Ola,826.98,2025-07-01,net_banking,pending
TXN001077,CUST00477,Paytm Mall,11076.78,2025-12-25,debit_card,pending
TXN001078,CUST00745,Paytm Mall,15330.81,2025-10-02,credit_card,cancelled
TXN001079,CUST00031,Ola,12898.31,2026-06-25,debit_card,pending
TXN001080,CUST00107,Paytm Mall,10724.44,2025-08-29,net_banking,pending
TXN001081,CUST00550,Amazon,3594.68,2025-08-16,net_banking,pending
TXN001082,CUST00932,Amazon,12594.17,2025-11-12,debit_card,pending
TXN001083,CUST01008,Swiggy,9240.69,2025-12-19,upi,pending
TXN001084,CUST00343,Myntra,2165.11,2025-11-09,debit_card,cancelled
TXN001085,CUST00826,BigBasket,13816.19,2026-05-17,debit_card,pending
TXN001086,CUST00334,Flipkart,1910.16,2026-05-13,cash,pending
TXN001087,CUST00429,Swiggy,13478.38,2026-03-13,cash,pending
TXN001088,CUST01010,Uber,10456.66,2025-09-12,net_banking,pending
TXN001089,CUST00791,Myntra,4075.33,2025-11-29,net_banking,refund
TXN001090,CUST00696,BigBasket,12243.18,2025-06-22,cash,pending
TXN001091,CUST00496,Swiggy,9362.0,2025-07-28,net_banking,refund
TXN001092,CUST01002,Ola,5533.84,2025-07-29,cash,failed
TXN001093,CUST00784,Paytm Mall,5927.46,2025-06-11,credit_card,pending
TXN001094,CUST00731,Swiggy,9010.79,2026-05-08,debit_card,refund
TXN001095,CUST00658,Flipkart,2823.88,2025-08-10,cash,pending
TXN001096,CUST00172,Reliance Digital,11149.14,2025-08-23,cash,pending
TXN001097,CUST00655,Paytm Mall,10971.49,2026-04-01,debit_card,pending
TXN001098,CUST00489,Zomato,23977.43,2025-06-15,upi,pending
TXN001099,CUST00219,Ola,17540.89,2026-03-02,cash,pending
TXN001100,CUST00513,Zomato,24177.94,2026-03-30,credit_card,pending
TXN001101,CUST00696,Myntra,21636.06,2026-04-21,upi,refund
TXN001102,CUST00281,Flipkart,15681.35,2026-03-12,credit_card,pending
TXN001103,CUST00801,Amazon,3270.31,2025-10-28,cash,pending
TXN001104,CUST00539,BigBasket,21965.93,2026-02-26,cash,cancelled
TXN001105,CUST01012,Swiggy,8731.09,2025-08-23,debit_card,pending
TXN001106,CUST00362,Ola,18803.94,2025-05-30,net_banking,pending
TXN001107,CUST00456,Paytm Mall,11195.8,2025-09-02,cash,failed
TXN001108,CUST00514,Swiggy,13615.27,2026-03-14,upi,pending
TXN001109,CUST00469,Zomato,19210.89,2025-09-11,net_banking,pending
TXN001110,CUST01041,BigBasket,5111.2,2026-04-29,upi,pending
TXN001111,CUST00461,Uber,11809.31,2026-02-02,cash,pending
TXN001112,CUST01007,Swiggy,9093.83,2025-09-29,upi,pending
TXN001113,CUST00318,Myntra,20989.51,2025-08-09,cash,pending
TXN001114,CUST00648,Zomato,19989.6,2026-01-07,upi,failed
TXN001115,CUST00981,Ola,9528.65,2025-11-27,upi,pending
TXN001116,CUST00804,Myntra,6712.1,2025-06-01,cash,pending
TXN001117,CUST00345,Amazon,17929.61,2025-10-28,credit_card,pending
TXN001118,CUST00985,Uber,16591.82,2026-06-11,net_banking,pending
TXN001119,CUST00958,Flipkart,24178.26,2026-06-14,debit_card,pending
TXN001120,CUST00277,BigBasket,24191.75,2026-02-28,credit_card,cancelled
TXN001121,CUST00250,Amazon,24867.6,2026-02-09,credit_card,pending
TXN001122,CUST00640,Ola,19990.25,2025-08-17,debit_card,pending
TXN001123,CUST00975,Reliance Digital,21526.71,2025-08-14,upi,pending
TXN001124,CUST00982,Reliance Digital,5943.21,2026-01-22,credit_card,failed
TXN001125,CUST00250,Zomato,12380.24,2026-05-23,upi,pending
TXN001126,CUST00280,Paytm Mall,20099.36,2025-11-04,net_banking,pending
TXN001127,CUST00505,Myntra,2513.09,2026-04-10,credit_card,pending
TXN001128,CUST00368,Reliance Digital,16817.15,2025-07-13,credit_card,refund
TXN001129,CUST00984,Amazon,11887.67,2026-02-16,upi,pending
TXN001130,CUST00380,BigBasket,19346.02,2026-05-17,cash,failed
TXN001131,CUST00738,Paytm Mall,15211.11,2026-01-10,cash,pending
TXN001132,CUST00742,Reliance Digital,16729.46,2025-08-20,net_banking,pending
TXN001133,CUST00118,Reliance Digital,5340.81,2026-06-21,debit_card,pending
TXN001134,CUST00874,Swiggy,13775.19,2026-02-20,upi,pending
TXN001135,CUST00980,Amazon,5148.13,2025-12-22,debit_card,pending
TXN001136,CUST00293,Myntra,22438.82,2025-08-05,cash,pending
TXN001137,CUST00436,Ola,5999.2,2026-05-17,net_banking,pending
TXN001138,CUST00397,Uber,4971.39,2025-06-06,net_banking,failed
TXN001139,CUST00175,Amazon,12849.11,2025-12-15,debit_card,pending
TXN001140,CUST00861,Uber,13520.27,2025-10-21,net_banking,failed
TXN001141,CUST00644,BigBasket,6218.48,2026-02-13,upi,refund
TXN001142,CUST00429,Swiggy,15814.39,2025-07-03,debit_card,failed
TXN001143,CUST00750,Reliance Digital,22551.94,2025-12-20,credit_card,pending
TXN001144,CUST00216,BigBasket,3268.14,2025-08-17,credit_card,pending
TXN001145,CUST00040,Amazon,16477.04,2025-11-02,net_banking,completed
TXN001146,CUST00486,Reliance Digital,24977.71,2025-10-19,debit_card,pending
TXN001147,CUST00886,Zomato,107.92,2025-10-16,cash,pending
TXN001148,CUST00963,Ola,22609.01,2025-10-23,net_banking,pending
TXN001149,CUST00387,Flipkart,21513.88,2025-08-04,debit_card,failed
TXN001150,CUST00290,Uber,12744.49,2026-02-13,net_banking,pending
TXN001151,CUST00009,BigBasket,15143.35,2025-10-12,net_banking,refund
TXN001152,CUST00384,Ola,19167.44,2025-10-04,cash,cancelled
TXN001153,CUST00661,Myntra,15126.76,2025-11-25,credit_card,pending
TXN001154,CUST00864,Uber,10592.53,2026-02-05,upi,pending
TXN001155,CUST00405,Reliance Digital,14673.56,2025-09-13,credit_card,pending
TXN001156,CUST00476,Paytm Mall,4630.92,2026-04-18,credit_card,pending
TXN001157,CUST00646,Ola,374.29,2025-10-09,cash,pending
TXN001158,CUST00844,Myntra,20980.01,2025-06-01,net_banking,pending
TXN001159,CUST00808,Zomato,2333.05,2025-10-21,upi,refund
TXN001160,CUST00314,BigBasket,6212.4,2025-12-16,credit_card,pending
TXN001161,CUST00944,Swiggy,23972.69,2026-02-05,debit_card,refund
TXN001162,CUST00873,Flipkart,19604.3,2026-06-13,upi,failed
TXN001163,CUST00650,Uber,7617.07,2026-01-06,cash,pending
TXN001164,CUST00788,Amazon,13518.44,2026-06-02,credit_card,pending
TXN001165,CUST00341,Swiggy,10921.03,2025-07-18,credit_card,pending
TXN001166,CUST00600,Myntra,22780.61,2025-11-25,net_banking,pending
TXN001167,CUST00660,Flipkart,24936.84,2026-02-27,debit_card,pending
TXN001168,CUST00893,Flipkart,22619.25,2025-12-25,credit_card,pending
TXN001169,CUST00713,Flipkart,10555.34,2026-02-03,credit_card,pending
TXN001170,CUST00986,Reliance Digital,13950.55,2026-06-09,net_banking,pending
TXN001171,CUST00924,Flipkart,15050.94,2025-12-05,credit_card,pending
TXN001172,CUST00399,Uber,17031.16,2026-01-23,cash,cancelled
TXN001173,CUST00556,Flipkart,13362.0,2025-07-22,net_banking,pending
TXN001174,CUST00895,Reliance Digital,8751.28,2026-01-07,debit_card,pending
TXN001175,CUST00227,Myntra,10184.95,2025-09-18,credit_card,pending
TXN001176,CUST00429,Zomato,9170.59,2025-10-06,debit_card,cancelled
TXN001177,CUST00648,Zomato,6773.63,2026-03-03,debit_card,pending
TXN001178,CUST00959,BigBasket,7948.9,2025-07-27,credit_card,pending
TXN001179,CUST00143,Amazon,2642.6,2025-10-03,net_banking,refund
TXN001180,CUST00229,BigBasket,21588.4,2026-04-16,credit_card,pending
TXN001181,CUST00374,Ola,4634.55,2025-11-06,cash,pending
TXN001182,CUST00276,Uber,15735.32,2026-05-25,credit_card,pending
TXN001183,CUST00330,Zomato,17561.6,2026-05-12,upi,pending
TXN001184,CUST00744,Myntra,15817.51,2025-10-26,credit_card,completed
TXN001185,CUST00234,Flipkart,6072.31,2026-01-29,cash,pending
TXN001186,CUST00095,Uber,22550.59,2026-06-22,credit_card,refund
TXN001187,CUST00718,Amazon,18431.19,2025-11-12,debit_card,failed
TXN001188,CUST00872,Flipkart,9767.0,2025-07-14,net_banking,pending
TXN001189,CUST00313,Paytm Mall,3679.47,2026-01-19,credit_card,pending
TXN001190,CUST00779,Amazon,19357.75,2026-03-04,net_banking,pending
TXN001191,CUST00088,Paytm Mall,14030.63,2026-02-05,debit_card,refund
TXN001192,CUST00649,Flipkart,1294.76,2025-06-04,net_banking,completed
TXN001193,CUST00929,Swiggy,5757.54,2026-06-06,credit_card,pending
TXN001194,CUST00474,Ola,24523.63,2025-10-22,net_banking,failed
TXN001195,CUST00208,Reliance Digital,9360.35,2026-05-19,cash,pending
TXN001196,CUST00762,Paytm Mall,24921.69,2026-03-24,net_banking,pending
TXN001197,CUST00630,Zomato,19850.48,2026-03-04,debit_card,pending
TXN001198,CUST00921,Swiggy,7661.54,2026-06-24,net_banking,pending
TXN001199,CUST00744,Flipkart,24674.26,2025-06-04,upi,completed
TXN001200,CUST00184,Amazon,1755.62,2025-08-25,debit_card,pending
TXN001201,CUST00768,Uber,7536.09,2025-08-08,credit_card,pending
TXN001202,CUST00100,Myntra,15213.53,2025-08-27,cash,pending
TXN001203,CUST00647,Swiggy,9016.56,2025-11-06,net_banking,failed
TXN001204,CUST01043,Myntra,6856.17,2025-11-18,debit_card,pending
TXN001205,CUST00628,Reliance Digital,19524.17,2025-07-25,credit_card,pending
TXN001206,CUST00081,Flipkart,21878.75,2025-10-28,upi,pending
TXN001207,CUST00995,Paytm Mall,18914.57,2025-09-02,upi,pending
TXN001208,CUST00736,Swiggy,11715.74,2026-02-01,debit_card,cancelled
TXN001209,CUST00788,Zomato,2701.12,2025-08-24,credit_card,pending
TXN001210,CUST00134,Zomato,5958.64,2026-01-30,upi,pending
TXN001211,CUST00849,Swiggy,15613.8,2026-04-04,net_banking,refund
TXN001212,CUST00209,Paytm Mall,10390.9,2025-09-11,net_banking,pending
TXN001213,CUST00609,Amazon,6661.03,2026-04-07,credit_card,pending
TXN001214,CUST00088,Myntra,17832.54,2025-10-31,debit_card,pending
TXN001215,CUST00635,Flipkart,1016.96,2026-04-24,credit_card,pending
TXN001216,CUST00783,Zomato,17971.48,2025-09-23,net_banking,pending
TXN001217,CUST00654,Swiggy,5744.53,2025-09-15,credit_card,pending
TXN001218,CUST00451,Reliance Digital,8256.28,2025-08-29,credit_card,pending
TXN001219,CUST00361,Reliance Digital,10199.87,2026-01-03,credit_card,pending
TXN001220,CUST00597,Reliance Digital,15220.76,2025-08-18,credit_card,pending
TXN001221,CUST00132,Zomato,24984.12,2025-08-19,cash,pending
TXN001222,CUST00086,Swiggy,18778.96,2025-11-15,cash,cancelled
TXN001223,CUST00538,Reliance Digital,2778.38,2026-03-14,debit_card,refund
TXN001224,CUST00917,Reliance Digital,1882.24,2025-09-01,debit_card,completed
TXN001225,CUST00669,Amazon,8620.85,2026-05-24,cash,pending
TXN001226,CUST00065,Myntra,19650.1,2025-06-05,upi,pending
TXN001227,CUST01033,Swiggy,6730.59,2025-06-17,cash,pending
TXN001228,CUST01009,Amazon,13522.14,2025-11-21,cash,failed
TXN001229,CUST00985,BigBasket,16126.07,2025-06-06,net_banking,pending
TXN001230,CUST00333,Paytm Mall,7238.92,2025-09-18,cash,pending
TXN001231,CUST00234,Uber,20773.51,2025-07-28,credit_card,pending
TXN001232,CUST00479,Amazon,21547.46,2025-07-14,net_banking,pending
TXN001233,CUST01045,Swiggy,8274.29,2025-12-21,credit_card,failed
TXN001234,CUST00850,Amazon,14802.73,2025-12-10,credit_card,pending
TXN001235,CUST00959,Amazon,18085.47,2025-06-27,net_banking,failed
TXN001236,CUST00978,Flipkart,16056.72,2025-12-17,cash,pending
TXN001237,CUST00121,BigBasket,17666.77,2026-05-29,upi,pending
TXN001238,CUST00855,Swiggy,15465.94,2026-01-17,upi,pending
TXN001239,CUST00824,Flipkart,16883.62,2025-06-13,debit_card,pending
TXN001240,CUST00032,Paytm Mall,14041.21,2026-06-13,upi,pending
TXN001241,CUST00168,BigBasket,17538.42,2025-09-06,upi,pending
TXN001242,CUST00574,Amazon,11459.74,2026-05-29,debit_card,pending
TXN001243,CUST00380,Flipkart,15199.76,2026-03-30,upi,completed
TXN001244,CUST00663,Flipkart,16356.49,2025-06-20,net_banking,pending
TXN001245,CUST00973,Paytm Mall,19245.36,2025-05-28,upi,pending
TXN001246,CUST00201,Paytm Mall,4807.49,2026-03-16,debit_card,pending
TXN001247,CUST00516,Paytm Mall,1330.64,2025-07-07,cash,refund
TXN001248,CUST00217,Uber,14457.1,2026-06-11,cash,pending
TXN001249,CUST00956,Uber,24483.13,2026-04-05,upi,pending
TXN001250,CUST00097,Amazon,13666.24,2026-06-23,credit_card,pending
TXN001251,CUST00442,BigBasket,451.4,2026-05-18,upi,cancelled
TXN001252,CUST00476,Paytm Mall,14486.4,2025-07-07,net_banking,cancelled
TXN001253,CUST00166,Zomato,6899.31,2026-05-20,credit_card,pending
TXN001254,CUST00598,Amazon,141.63,2026-04-06,debit_card,failed
TXN001255,CUST00566,Amazon,791.1,2026-04-25,credit_card,failed
TXN001256,CUST00413,Reliance Digital,18182.15,2025-06-12,credit_card,pending
TXN001257,CUST00061,Myntra,4160.42,2026-05-29,debit_card,pending
TXN001258,CUST00214,Uber,8344.72,2025-10-25,debit_card,cancelled
TXN001259,CUST00176,Uber,51.22,2025-07-21,credit_card,pending
TXN001260,CUST00487,Myntra,20285.55,2025-07-27,debit_card,completed
TXN001261,CUST00201,Uber,15685.08,2025-10-12,debit_card,failed
TXN001262,CUST00540,Uber,8852.76,2025-08-16,upi,refund
TXN001263,CUST00700,Flipkart,21943.91,2025-07-21,cash,pending
TXN001264,CUST00512,Myntra,18050.93,2025-12-17,upi,pending
TXN001265,CUST00412,Myntra,15352.27,2025-09-10,net_banking,cancelled
TXN001266,CUST00175,Zomato,20682.43,2025-08-10,debit_card,pending
TXN001267,CUST00696,Zomato,3617.02,2025-10-16,cash,pending
TXN001268,CUST00184,Zomato,6919.47,2026-01-28,cash,cancelled
TXN001269,CUST00437,Zomato,22154.35,2026-04-28,net_banking,pending
TXN001270,CUST00976,Flipkart,4308.65,2025-12-19,upi,failed
TXN001271,CUST00002,Paytm Mall,11109.08,2025-08-05,debit_card,pending
TXN001272,CUST00004,Reliance Digital,10607.99,2025-12-14,upi,pending
TXN001273,CUST00609,Swiggy,18260.55,2025-06-19,net_banking,pending
TXN001274,CUST00980,Zomato,9880.27,2026-02-09,upi,failed
TXN001275,CUST00885,Paytm Mall,20560.9,2026-05-06,debit_card,pending
TXN001276,CUST00607,Flipkart,20536.59,2026-06-20,cash,cancelled
TXN001277,CUST00541,Swiggy,24870.08,2026-03-13,upi,pending
TXN001278,CUST00519,Reliance Digital,15148.02,2026-02-24,credit_card,pending
TXN001279,CUST00687,Reliance Digital,9012.55,2026-05-09,net_banking,pending
TXN001280,CUST00810,Zomato,19512.52,2026-01-14,cash,completed
TXN001281,CUST00263,Myntra,21490.72,2026-03-13,debit_card,pending
TXN001282,CUST00861,Myntra,4824.22,2026-02-24,net_banking,pending
TXN001283,CUST00332,Paytm Mall,15513.64,2025-06-20,upi,pending
TXN001284,CUST00217,Uber,19939.48,2026-06-12,upi,pending
TXN001285,CUST00234,Uber,18271.38,2025-11-29,upi,pending
TXN001286,CUST00723,Reliance Digital,21783.0,2025-06-24,upi,pending
TXN001287,CUST00707,Myntra,685.28,2026-02-12,cash,pending
TXN001288,CUST00933,Swiggy,12930.13,2026-05-22,net_banking,completed
TXN001289,CUST00195,Reliance Digital,6777.96,2026-01-23,cash,pending
TXN001290,CUST00314,Paytm Mall,2664.24,2025-11-25,credit_card,completed
TXN001291,CUST00478,Zomato,22919.21,2025-06-23,debit_card,completed
TXN001292,CUST00145,Reliance Digital,17246.38,2026-05-17,debit_card,pending
TXN001293,CUST00169,Ola,13782.48,2026-05-09,credit_card,pending
TXN001294,CUST00858,BigBasket,19070.22,2025-05-29,upi,failed
TXN001295,CUST00601,Flipkart,21224.48,2025-08-29,upi,pending
TXN001296,CUST00503,Ola,15271.41,2026-04-01,upi,pending
TXN001297,CUST00200,Swiggy,24159.75,2025-09-21,credit_card,pending
TXN001298,CUST00354,Uber,11113.63,2026-01-05,net_banking,pending
TXN001299,CUST01000,Myntra,19723.14,2025-12-13,credit_card,pending
TXN001300,CUST00739,Zomato,18911.36,2025-06-24,cash,pending
TXN001301,CUST00453,Swiggy,3455.37,2026-01-29,net_banking,pending
TXN001302,CUST00607,Zomato,17109.56,2025-12-31,upi,pending
TXN001303,CUST00934,Amazon,7137.38,2025-11-08,net_banking,pending
TXN001304,CUST00884,Ola,17980.4,2026-06-07,credit_card,pending
TXN001305,CUST00548,Zomato,14094.31,2026-03-13,upi,pending
TXN001306,CUST00330,Uber,15931.11,2025-07-29,net_banking,pending
TXN001307,CUST00084,Ola,16843.96,2025-06-25,cash,failed
TXN001308,CUST00659,Reliance Digital,4924.38,2025-09-14,cash,pending
TXN001309,CUST00337,Paytm Mall,20484.3,2025-06-17,net_banking,refund
TXN001310,CUST00770,Swiggy,24219.43,2025-05-28,cash,pending
TXN001311,CUST00793,Reliance Digital,20999.36,2026-01-16,net_banking,refund
TXN001312,CUST00267,Ola,8034.55,2025-06-11,net_banking,pending
TXN001313,CUST00849,Paytm Mall,11852.9,2025-11-16,credit_card,refund
TXN001314,CUST00184,Reliance Digital,6353.54,2025-08-04,net_banking,pending
TXN001315,CUST00389,Flipkart,18723.12,2025-12-23,net_banking,pending
TXN001316,CUST01012,Paytm Mall,12765.63,2025-06-30,debit_card,refund
TXN001317,CUST00151,Reliance Digital,699.87,2026-01-20,upi,pending
TXN001318,CUST00558,BigBasket,2063.39,2025-11-18,cash,pending
TXN001319,CUST00676,Zomato,23741.62,2025-09-13,debit_card,pending
TXN001320,CUST00371,Swiggy,14586.97,2025-09-07,cash,cancelled
TXN001321,CUST00728,Swiggy,10712.05,2025-09-01,credit_card,pending
TXN001322,CUST00134,Paytm Mall,8663.44,2026-01-06,credit_card,pending
TXN001323,CUST00252,Uber,16683.12,2026-04-14,upi,pending
TXN001324,CUST00522,Paytm Mall,22461.94,2025-10-31,upi,pending
TXN001325,CUST00754,Ola,5781.53,2025-12-10,upi,completed
TXN001326,CUST00055,Reliance Digital,19801.32,2026-04-10,credit_card,pending
TXN001327,CUST00167,Ola,9261.56,2026-01-15,debit_card,pending
TXN001328,CUST00763,Flipkart,16479.35,2026-03-12,upi,cancelled
TXN001329,CUST00674,Myntra,9197.22,2026-04-12,net_banking,pending
TXN001330,CUST00665,Flipkart,10024.21,2026-05-11,upi,pending
TXN001331,CUST00901,BigBasket,3523.88,2025-08-30,cash,pending
TXN001332,CUST00271,Amazon,4929.02,2026-01-30,upi,pending
TXN001333,CUST00669,Swiggy,2862.14,2026-06-17,credit_card,pending
TXN001334,CUST00734,Zomato,12294.81,2026-03-27,net_banking,pending
TXN001335,CUST00421,Paytm Mall,14009.02,2026-05-30,upi,pending
TXN001336,CUST01049,Paytm Mall,5365.17,2025-06-15,upi,pending
TXN001337,CUST00635,Paytm Mall,15768.06,2026-06-09,net_banking,pending
TXN001338,CUST00640,Swiggy,3124.35,2025-12-05,credit_card,pending
TXN001339,CUST00936,Ola,13212.72,2025-07-13,debit_card,pending
TXN001340,CUST00993,Myntra,7009.35,2026-06-15,debit_card,pending
TXN001341,CUST00197,Amazon,12784.6,2026-06-15,debit_card,pending
TXN001342,CUST00441,Ola,18159.4,2025-10-15,credit_card,pending
TXN001343,CUST00056,Paytm Mall,11504.76,2025-09-14,upi,completed
TXN001344,CUST00538,Zomato,1038.99,2025-10-20,net_banking,cancelled
TXN001345,CUST00763,Paytm Mall,17389.71,2026-05-02,debit_card,pending
TXN001346,CUST00977,Reliance Digital,12734.28,2025-12-04,upi,pending
TXN001347,CUST00274,Zomato,18253.47,2025-11-03,debit_card,pending
TXN001348,CUST00710,Flipkart,21208.29,2025-06-26,debit_card,pending
TXN001349,CUST00222,BigBasket,9197.11,2026-02-14,cash,pending
TXN001350,CUST00357,Reliance Digital,13238.14,2026-04-14,upi,pending
TXN001351,CUST00527,Zomato,14791.65,2026-04-18,credit_card,failed
TXN001352,CUST00756,Reliance Digital,22979.96,2026-02-15,net_banking,pending
TXN001353,CUST00901,Uber,20036.24,2026-05-25,net_banking,pending
TXN001354,CUST00421,Flipkart,17199.56,2025-07-10,net_banking,failed
TXN001355,CUST00663,Paytm Mall,22531.39,2026-03-22,debit_card,cancelled
TXN001356,CUST00670,Flipkart,20988.32,2025-11-22,debit_card,cancelled
TXN001357,CUST00944,Myntra,139.67,2025-09-13,credit_card,refund
TXN001358,CUST00625,Zomato,8654.68,2026-06-19,cash,pending
TXN001359,CUST00902,Myntra,9999.27,2026-02-11,credit_card,pending
TXN001360,CUST00713,Paytm Mall,1098.69,2025-08-22,upi,cancelled
TXN001361,CUST00983,Swiggy,15441.92,2026-05-28,cash,pending
TXN001362,CUST00194,Amazon,11066.16,2026-04-12,upi,pending
TXN001363,CUST00414,Amazon,18511.92,2025-06-02,debit_card,pending
TXN001364,CUST00281,Paytm Mall,6760.34,2026-01-19,credit_card,pending
TXN001365,CUST00398,Ola,5424.94,2025-12-22,net_banking,pending
TXN001366,CUST00021,Paytm Mall,10839.75,2025-08-21,credit_card,completed
TXN001367,CUST00134,Flipkart,22191.43,2025-07-23,credit_card,refund
TXN001368,CUST00872,BigBasket,686.58,2025-12-12,net_banking,pending
TXN001369,CUST00596,Zomato,3363.3,2025-08-22,upi,pending
TXN001370,CUST00945,Amazon,17273.65,2025-12-12,credit_card,pending
TXN001371,CUST00610,Flipkart,4174.3,2025-10-18,credit_card,pending
TXN001372,CUST00268,Reliance Digital,23481.17,2026-03-22,net_banking,pending
TXN001373,CUST01021,BigBasket,4372.35,2026-04-25,debit_card,cancelled
TXN001374,CUST00196,Swiggy,8514.04,2025-08-06,net_banking,pending
TXN001375,CUST00676,Paytm Mall,10015.31,2025-08-10,cash,pending
TXN001376,CUST00083,BigBasket,14042.25,2026-06-12,debit_card,pending
TXN001377,CUST00577,Uber,7708.07,2025-11-13,net_banking,pending
TXN001378,CUST00294,Paytm Mall,8776.52,2026-06-12,debit_card,pending
TXN001379,CUST00789,Swiggy,16726.43,2025-08-28,net_banking,cancelled
TXN001380,CUST01017,Amazon,24275.65,2026-03-17,credit_card,pending
TXN001381,CUST00727,Ola,14036.45,2025-09-15,debit_card,pending
TXN001382,CUST00665,Amazon,19140.34,2026-01-21,net_banking,pending
TXN001383,CUST00734,Reliance Digital,10190.79,2025-09-08,net_banking,pending
TXN001384,CUST00981,Paytm Mall,24621.18,2026-01-13,cash,pending
TXN001385,CUST00370,Uber,16851.92,2026-03-15,upi,failed
TXN001386,CUST00323,Ola,5152.17,2026-01-04,upi,pending
TXN001387,CUST00828,Uber,15435.99,2025-06-25,cash,pending
TXN001388,CUST00571,Flipkart,23312.54,2025-10-29,cash,pending
TXN001389,CUST00954,Zomato,5562.31,2026-03-31,debit_card,pending
TXN001390,CUST00279,Ola,749.76,2025-06-04,cash,pending
TXN001391,CUST00176,Myntra,8757.6,2026-02-08,upi,pending
TXN001392,CUST01005,Paytm Mall,4746.29,2025-09-23,upi,cancelled
TXN001393,CUST00204,Uber,18394.09,2025-12-06,net_banking,pending
TXN001394,CUST00484,BigBasket,13633.06,2025-07-01,cash,refund
TXN001395,CUST00649,Reliance Digital,17616.17,2026-01-15,upi,refund
TXN001396,CUST00930,Swiggy,19614.44,2025-08-03,debit_card,pending
TXN001397,CUST00548,Amazon,23763.23,2025-07-03,cash,pending
TXN001398,CUST00008,Uber,15685.1,2026-04-26,upi,pending
TXN001399,CUST00685,Paytm Mall,16139.36,2026-02-14,net_banking,pending
TXN001400,CUST00805,BigBasket,19102.53,2026-01-02,credit_card,pending
TXN001401,CUST00739,Zomato,19929.35,2025-08-16,net_banking,pending
TXN001402,CUST00894,Uber,7614.59,2025-07-09,credit_card,pending
TXN001403,CUST00965,Myntra,22833.73,2025-10-27,upi,pending
